Gene,Non-unique Gene name,Annotation,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
nhaA,nhaA,Na(+)/H(+) antiporter NhaA,,DBBBBKPJ_05755,,PDFLHPBO_00547,
group_4878,,hypothetical protein,,DBBBBKPJ_05753,,PDFLHPBO_00545,
group_4876,,oxidoreductase,,,,PDFLHPBO_00541,FNCGEDBI_04632
ssuD,ssuD,Alkanesulfonate monooxygenase,,,,PDFLHPBO_00542,FNCGEDBI_04633
group_4859,,hypothetical protein,,,,PDFLHPBO_00543,FNCGEDBI_04634
group_4840,,hypothetical protein,GCDEOBMB_06435,,,,FNCGEDBI_05567
group_4839,,peptide synthase,GCDEOBMB_06434,,,,FNCGEDBI_05566
group_4838,,hypothetical protein,GCDEOBMB_06436,,,,FNCGEDBI_05568
group_4837,,hypothetical protein,GCDEOBMB_06433,,,,FNCGEDBI_06464
group_4836,,hypothetical protein,GCDEOBMB_06432,,,,FNCGEDBI_06462
group_4835,,hypothetical protein,GCDEOBMB_06422,DBBBBKPJ_06263,,,
group_4834,;smc_2,hypothetical protein;Chromosome partition protein Smc,GCDEOBMB_06425,DBBBBKPJ_06266,,,
group_4833,,hypothetical protein,GCDEOBMB_06423,DBBBBKPJ_06264,,,
group_4832,,hypothetical protein,GCDEOBMB_06424,DBBBBKPJ_06265,,,
group_4826,,hypothetical protein,GCDEOBMB_06375,,,,FNCGEDBI_06070
group_4825,,hypothetical protein,GCDEOBMB_06376,,,,FNCGEDBI_06071
group_4824,,hypothetical protein,GCDEOBMB_06374,,,,FNCGEDBI_06069
group_4823,,hypothetical protein,,,INHMNHHN_05275,PDFLHPBO_06238,
group_4785,,IS6 family transposase IS26,GCDEOBMB_05212,DBBBBKPJ_06221,,,
group_4679,,hypothetical protein,GCDEOBMB_04464,DBBBBKPJ_05670,,,
femI_1,femI_1,ECF sigma factor FemI,GCDEOBMB_03584,DBBBBKPJ_05848,,,
group_4555,,hypothetical protein,,DBBBBKPJ_05880,INHMNHHN_01816,,
group_4551,,transmembrane sensor,GCDEOBMB_03585,DBBBBKPJ_05849,,,
symE,;symE,hypothetical protein;Endoribonuclease SymE,,,INHMNHHN_01777,PDFLHPBO_04396,
nlhH,nlhH,Carboxylesterase NlhH,,DBBBBKPJ_03759,INHMNHHN_04707,,
group_4527,,hypothetical protein,GCDEOBMB_06241,DBBBBKPJ_06080,,,
group_4519,,hypothetical protein,GCDEOBMB_03222,DBBBBKPJ_03732,,,
lgrD,;lgrD,peptide synthase;hypothetical protein;Linear gramicidin synthase subunit D,,DBBBBKPJ_05932;DBBBBKPJ_03760,INHMNHHN_04708,,
fpvA,fpvA,ferripyoverdine receptor,GCDEOBMB_03248,,,,FNCGEDBI_05841
group_4488,,hypothetical protein,GCDEOBMB_03221,DBBBBKPJ_03731,,,
group_4475,fiuA_2,ferrichrome receptor FiuA,,DBBBBKPJ_03758,INHMNHHN_04706,,
group_4461,,hypothetical protein,,DBBBBKPJ_05228,INHMNHHN_04735,,
group_4450,,hypothetical protein,,DBBBBKPJ_05232,,,FNCGEDBI_05935
pvdF,pvdF,pyoverdine synthetase F,,DBBBBKPJ_03756,INHMNHHN_04704,,
group_4447,,hypothetical protein,GCDEOBMB_06240,DBBBBKPJ_06079,,,
pvdD_1~~~pvdD_2,pvdD_1;pvdD_2,pyoverdine synthetase D,GCDEOBMB_03249,,,,FNCGEDBI_05840
group_4432,pvdE,pyoverdine biosynthesis protein PvdE,GCDEOBMB_03247,,,,FNCGEDBI_05842
pvdE,pvdE,pyoverdine biosynthesis protein PvdE,,DBBBBKPJ_03757,INHMNHHN_04705,,
group_4427,,peptide synthase,,DBBBBKPJ_05933,INHMNHHN_04709,,
group_4309,,hypothetical protein,GCDEOBMB_03110,,,,FNCGEDBI_03170
group_4271,wzz_2,O-antigen chain length regulator,,,INHMNHHN_05705,,FNCGEDBI_05387
rfbX,rfbX,Putative O-antigen transporter,GCDEOBMB_03065,DBBBBKPJ_00419,,,
group_4242,,hypothetical protein,GCDEOBMB_03071,DBBBBKPJ_00425,,,
group_4235,,asparagine synthetase,,,INHMNHHN_05711,,FNCGEDBI_05392
group_4231,,hypothetical protein,GCDEOBMB_03066,DBBBBKPJ_00420,,,
group_4208,,hypothetical protein,GCDEOBMB_03067,DBBBBKPJ_00421,,,
group_4200,,epimerase,,,INHMNHHN_05707,,FNCGEDBI_05389
group_4196,,glycosyl transferase family protein,,,INHMNHHN_05713,,FNCGEDBI_05394
group_4191,wbpK,NAD-dependent epimerase/dehydratase,GCDEOBMB_03072,DBBBBKPJ_00426,,,
wbpA,wbpA,UDP-N-acetyl-d-glucosamine 6-dehydrogenase,,,INHMNHHN_05706,,FNCGEDBI_05388
wzz_2,wzz_2,O-antigen chain length regulator,GCDEOBMB_03064,DBBBBKPJ_00418,,,
wbpL,wbpL,glycosyltransferase WbpL,,,INHMNHHN_05715,,FNCGEDBI_05396
mshA,mshA,D-inositol-3-phosphate glycosyltransferase,,,INHMNHHN_05712,,FNCGEDBI_05393
group_4172,,hypothetical protein,,,INHMNHHN_05710,,FNCGEDBI_05391
murJ_2,murJ_2,lipid II flippase MurJ,,,INHMNHHN_05709,,FNCGEDBI_05390
wbpK,wbpK,NAD-dependent epimerase/dehydratase,,,INHMNHHN_05714,,FNCGEDBI_05395
group_4170,,hypothetical protein,GCDEOBMB_02674,DBBBBKPJ_02459,,,
group_4169,,hypothetical protein,GCDEOBMB_02995,DBBBBKPJ_04986,,,
gstB,gstB,Glutathione S-transferase GST-6.0,GCDEOBMB_02998,DBBBBKPJ_04989,,,
fldP,fldP,Flavodoxin FldP,GCDEOBMB_02999,DBBBBKPJ_04990,,,
group_4118,,hypothetical protein,,,INHMNHHN_00473,,FNCGEDBI_00552
group_4117,,hypothetical protein,,,INHMNHHN_00553,,FNCGEDBI_00631
group_4072,,hypothetical protein,,,INHMNHHN_00472,,FNCGEDBI_00551
gcvH1_1,gcvH1_1,glycine cleavage system protein H,GCDEOBMB_02996,DBBBBKPJ_04987,,,
group_4052,,hypothetical protein,,,INHMNHHN_00475,,FNCGEDBI_00553
group_4035,,transcriptional regulator,GCDEOBMB_03000,DBBBBKPJ_04991,,,
group_4025,,hypothetical protein,,DBBBBKPJ_02454,,PDFLHPBO_03080,
azoB,azoB,NAD(P)H azoreductase,GCDEOBMB_02997,DBBBBKPJ_04988,,,
group_4003,,hypothetical protein,GCDEOBMB_02173,,,PDFLHPBO_04398,
group_4002,,hypothetical protein,GCDEOBMB_02172,,,PDFLHPBO_04397,
group_4001,,hypothetical protein,GCDEOBMB_02174,,,PDFLHPBO_04399,
group_4000,,hypothetical protein,,DBBBBKPJ_05516,INHMNHHN_01214,,
group_3950,,hypothetical protein,,DBBBBKPJ_05515,INHMNHHN_01213,,
group_3903,,3-oxoacyl-ACP synthase,,DBBBBKPJ_05517,INHMNHHN_01215,,
group_3892,,transposase,GCDEOBMB_02440,,INHMNHHN_04168,,
group_3886,,hypothetical protein,GCDEOBMB_01383,,,,FNCGEDBI_00078
group_3873,,hypothetical protein,GCDEOBMB_01395,,,,FNCGEDBI_00066
group_3863,,hypothetical protein,GCDEOBMB_01497,DBBBBKPJ_02782,,,
group_3856,,hypothetical protein,,,,PDFLHPBO_06059,FNCGEDBI_02083
ybjJ_1,;ybjJ_1,hypothetical protein;Inner membrane protein YbjJ,,,INHMNHHN_02700,,FNCGEDBI_00162
group_3835,,hypothetical protein,GCDEOBMB_01385,,,,FNCGEDBI_00076
group_3834,,hypothetical protein,GCDEOBMB_01367,,,,FNCGEDBI_00095
mltF,mltF,Membrane-bound lytic murein transglycosylase F,GCDEOBMB_01384,,,,FNCGEDBI_00077
group_3799,,hypothetical protein,,,,PDFLHPBO_00282,FNCGEDBI_01990
group_3795,,hypothetical protein,GCDEOBMB_01364,,,,FNCGEDBI_00101
group_3793,,hypothetical protein,,,,PDFLHPBO_04122,FNCGEDBI_02087
group_3765,,hypothetical protein,,,,PDFLHPBO_06047,FNCGEDBI_02072
group_3748,,hypothetical protein,,,,PDFLHPBO_06050,FNCGEDBI_02075
group_3731,,hypothetical protein,,,,PDFLHPBO_00281,FNCGEDBI_01991
group_3729,,transcriptional regulator,,,INHMNHHN_02701,,FNCGEDBI_00163
group_3712,,hypothetical protein,GCDEOBMB_01394,,,,FNCGEDBI_00067
group_3691,,hypothetical protein,,DBBBBKPJ_02869,INHMNHHN_04017,,
group_3686,,hypothetical protein,,,,PDFLHPBO_06045,FNCGEDBI_02070
group_3672,,hypothetical protein,,,,PDFLHPBO_00269,FNCGEDBI_02003
group_3663,,hypothetical protein,,1_refound_24,,PDFLHPBO_00121,
group_3661,,oxidoreductase,GCDEOBMB_01419,DBBBBKPJ_02860,,,
group_3659,,oxidoreductase,,,INHMNHHN_02702,,FNCGEDBI_00164
group_3654,prtR_2,HTH-type transcriptional regulator PrtR,,,,PDFLHPBO_00237,FNCGEDBI_02035
arsC_2,arsC_2,low molecular weight phosphatase,GCDEOBMB_01496,DBBBBKPJ_02783,,,
group_3648,,hypothetical protein,,,,PDFLHPBO_04120,FNCGEDBI_02085
group_3627,,2-hydroxyacid dehydrogenase,,,,PDFLHPBO_06055,FNCGEDBI_02079
group_3626,,hypothetical protein,,,,PDFLHPBO_04121,FNCGEDBI_02086
group_3610,,hypothetical protein,,,INHMNHHN_05153,,FNCGEDBI_00160
group_3599,,hypothetical protein,GCDEOBMB_01398,,,,FNCGEDBI_00063
group_3585,,hypothetical protein,,,,PDFLHPBO_00240,FNCGEDBI_02032
group_3577,,hypothetical protein,GCDEOBMB_01397,,,,FNCGEDBI_00064
group_3573,,hypothetical protein,GCDEOBMB_00670,DBBBBKPJ_00237,,,
group_3568,,hypothetical protein,GCDEOBMB_01399,,,,FNCGEDBI_00062
group_3553,,hypothetical protein,,,,PDFLHPBO_00286,FNCGEDBI_01986
group_3549,,hypothetical protein,GCDEOBMB_01389,,,,FNCGEDBI_00072
group_3543,,hypothetical protein,,,,PDFLHPBO_06048,FNCGEDBI_02073
group_3541,,hypothetical protein,GCDEOBMB_06045,,,PDFLHPBO_00081,
group_3531,,hypothetical protein,,,,PDFLHPBO_00283,FNCGEDBI_01989
group_3529,,hypothetical protein,,,,PDFLHPBO_00290,FNCGEDBI_01982
group_3488,,hypothetical protein,,,,PDFLHPBO_00285,FNCGEDBI_01987
group_3473,,hypothetical protein,,,,PDFLHPBO_00278,FNCGEDBI_01994
group_3469,,hypothetical protein,GCDEOBMB_01408,DBBBBKPJ_05264,,,
group_3462,,hypothetical protein,GCDEOBMB_01366,,,,FNCGEDBI_00098
group_3460,,hypothetical protein,GCDEOBMB_01498,DBBBBKPJ_02781,,,
group_3456,,hypothetical protein,GCDEOBMB_01380,,,,FNCGEDBI_00081
group_3455,,hypothetical protein,GCDEOBMB_01365,,,,FNCGEDBI_00099
group_3447,,hypothetical protein,,DBBBBKPJ_05265,,,FNCGEDBI_00053
group_3442,,hypothetical protein,,DBBBBKPJ_05266,,,FNCGEDBI_00054
group_3436,,hypothetical protein,GCDEOBMB_01393,,,,FNCGEDBI_00068
group_3435,,hypothetical protein,,DBBBBKPJ_05267,,,FNCGEDBI_00055
group_3421,,hypothetical protein,,,,PDFLHPBO_06046,FNCGEDBI_02071
group_3410,,hypothetical protein,GCDEOBMB_01401,,,,FNCGEDBI_00060
group_3409,,hypothetical protein,,DBBBBKPJ_05268,,,FNCGEDBI_00056
group_3388,,hypothetical protein,GCDEOBMB_01396,,,,FNCGEDBI_00065
group_3382,,hypothetical protein,,,,PDFLHPBO_00248,FNCGEDBI_02024
group_3374,,TonB-dependent receptor,GCDEOBMB_01442,DBBBBKPJ_02837,,,
group_3360,,hypothetical protein,,,,PDFLHPBO_00288,FNCGEDBI_01984
group_3326,,hypothetical protein,,,,PDFLHPBO_00284,FNCGEDBI_01988
group_3323,,hypothetical protein,,,,PDFLHPBO_00249,FNCGEDBI_02023
group_3321,,hypothetical protein,GCDEOBMB_01368,,,,FNCGEDBI_00094
group_3312,,hypothetical protein,,,,PDFLHPBO_00287,FNCGEDBI_01985
phnC_2,phnC_2,phosphonate ABC transporter ATP-binding protein,,,,PDFLHPBO_06058,FNCGEDBI_02082
group_3305,,hypothetical protein,GCDEOBMB_01400,,,,FNCGEDBI_00061
phnE_2,phnE_2,phosphonate transporter PhnE,,,,PDFLHPBO_06056,FNCGEDBI_02080
group_3283,,hypothetical protein,,,,PDFLHPBO_00289,FNCGEDBI_01983
group_3278,,hypothetical protein,GCDEOBMB_01443,DBBBBKPJ_02836,,,
group_3277,,hypothetical protein,GCDEOBMB_01388,,,,FNCGEDBI_00073
group_3274,,hypothetical protein,GCDEOBMB_06333,DBBBBKPJ_05238,,,
group_3273,,hypothetical protein,,DBBBBKPJ_05269,,,FNCGEDBI_00057
group_3251,,hypothetical protein,GCDEOBMB_01382,,,,FNCGEDBI_00079
group_3244,,hypothetical protein,,,,PDFLHPBO_06051,FNCGEDBI_02076
group_3237,,hypothetical protein,GCDEOBMB_01418,DBBBBKPJ_02861,,,
group_3236,,hypothetical protein,GCDEOBMB_01387,,,,FNCGEDBI_00074
group_3220,,hypothetical protein,GCDEOBMB_01390,,,,FNCGEDBI_00071
group_3215,,hypothetical protein,,1_refound_22,INHMNHHN_02979,,
group_3210,,phosphonate ABC transporter substrate-binding protein,,,,PDFLHPBO_06057,FNCGEDBI_02081
group_3204,,hypothetical protein,GCDEOBMB_01392,,,,FNCGEDBI_00069
group_3202,,hypothetical protein,,,,PDFLHPBO_06049,FNCGEDBI_02074
group_3191,,transcriptional regulator,,,,PDFLHPBO_06054,FNCGEDBI_02078
group_3179,,hypothetical protein,GCDEOBMB_01386,,,,FNCGEDBI_00075
group_3178,,hypothetical protein,GCDEOBMB_01391,,,,FNCGEDBI_00070
group_3168,,hypothetical protein,,,,PDFLHPBO_04119,FNCGEDBI_02084
group_3163,,hypothetical protein,,,,PDFLHPBO_06052,FNCGEDBI_02077
group_3149,,hypothetical protein,,,,PDFLHPBO_00280,FNCGEDBI_01992
group_3124,,hypothetical protein,GCDEOBMB_00589,,INHMNHHN_06261,,
group_3118,,hypothetical protein,GCDEOBMB_03447,,,,FNCGEDBI_01686
merT_3,merT_3,Mercuric transport protein MerT,,,INHMNHHN_04126,,FNCGEDBI_04782
group_3100,,hypothetical protein,GCDEOBMB_00475,DBBBBKPJ_03827,,,
group_3078,,hypothetical protein,,DBBBBKPJ_06031,,,FNCGEDBI_05693
group_3074,,hypothetical protein,GCDEOBMB_00481,DBBBBKPJ_03821,,,
group_3068,,hypothetical protein,GCDEOBMB_00547,,,,FNCGEDBI_03493
group_3054,,hypothetical protein,GCDEOBMB_00482,DBBBBKPJ_03820,,,
group_3038,,transposase,GCDEOBMB_00568,,,,FNCGEDBI_03516
group_3029,,hypothetical protein,0_refound_7,,,,FNCGEDBI_01684
group_3022,,Single-stranded DNA-binding protein,GCDEOBMB_00554,,,,FNCGEDBI_03500
group_3003,,hypothetical protein,GCDEOBMB_00550,,,,FNCGEDBI_03496
group_2979,,transcriptional regulator,,,INHMNHHN_04127,,FNCGEDBI_04781
group_2929,,hypothetical protein,GCDEOBMB_00580,,,,FNCGEDBI_03528
group_2921,,hypothetical protein,GCDEOBMB_00518,,,,FNCGEDBI_03455
hspA,hspA,Spore protein SP21,GCDEOBMB_00573,,,,FNCGEDBI_03521
group_2869,,hypothetical protein,GCDEOBMB_01513,DBBBBKPJ_02016,,,
group_2864,,hypothetical protein,GCDEOBMB_03449,,,,FNCGEDBI_01688
group_2860,,hypothetical protein,GCDEOBMB_00463,DBBBBKPJ_03839,,,
group_2827,,hypothetical protein,,,INHMNHHN_00212,,FNCGEDBI_05695
group_2814,,hypothetical protein,GCDEOBMB_03454,,,,FNCGEDBI_01694
group_2763,,bacteriophage protein,GCDEOBMB_00461,DBBBBKPJ_03841,,,
group_2754,,hypothetical protein,GCDEOBMB_04288,DBBBBKPJ_05374,,,
group_2738,,hypothetical protein,GCDEOBMB_00480,DBBBBKPJ_03822,,,
group_2728,,bacteriophage protein,GCDEOBMB_00465,DBBBBKPJ_03837,,,
group_2715,,hypothetical protein,GCDEOBMB_00470,DBBBBKPJ_03832,,,
group_2693,,hypothetical protein,GCDEOBMB_00555,,,,FNCGEDBI_03501
group_2692,,hypothetical protein,GCDEOBMB_00204,,INHMNHHN_06101,,
group_2691,,hypothetical protein,GCDEOBMB_03444,,,,FNCGEDBI_01683
group_2686,,hypothetical protein,,,INHMNHHN_01596,,FNCGEDBI_00792
group_2677,,hypothetical protein,GCDEOBMB_00469,DBBBBKPJ_03833,,,
group_2674,,DNA invertase,,,,PDFLHPBO_06111,FNCGEDBI_02170
group_2672,,hypothetical protein,,,INHMNHHN_05073,PDFLHPBO_04439,
group_2671,,DNA invertase,GCDEOBMB_05246,DBBBBKPJ_03934,,,
group_2629,,hypothetical protein,GCDEOBMB_03458,,,,FNCGEDBI_01698
group_2573,,hypothetical protein,GCDEOBMB_00545,,,,FNCGEDBI_03491
dapH,dapH,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,GCDEOBMB_05800,DBBBBKPJ_02091,,,
group_2535,,hypothetical protein,,,INHMNHHN_05898,PDFLHPBO_02194,
group_2519,,hypothetical protein,0_refound_4_stop,,INHMNHHN_01698,,
group_2503,,hypothetical protein,,,INHMNHHN_04123,,FNCGEDBI_04785
group_2496,,putative protein,,,INHMNHHN_00211,,FNCGEDBI_05696
group_2488,,hypothetical protein,,DBBBBKPJ_01788,INHMNHHN_04114,,
COQ3_1,COQ3_1,Ubiquinone biosynthesis O-methyltransferase mitochondrial,GCDEOBMB_00384,DBBBBKPJ_02212,,,
group_2448,,hypothetical protein,GCDEOBMB_00471,DBBBBKPJ_03831,,,
group_2447,,hypothetical protein,,,INHMNHHN_04598,PDFLHPBO_05252,
group_2441,,hypothetical protein,,,,PDFLHPBO_02346,FNCGEDBI_00934
group_2430,,hypothetical protein,,,,PDFLHPBO_02347,FNCGEDBI_00933
group_2418,,hypothetical protein,GCDEOBMB_03463,DBBBBKPJ_04407,,,
group_2392,,hypothetical protein,GCDEOBMB_04806,DBBBBKPJ_04781,,,
group_2379,,hypothetical protein,GCDEOBMB_03495,,,,FNCGEDBI_01733
group_2360,,hypothetical protein,GCDEOBMB_00549,,,,FNCGEDBI_03495
group_2311,,short-chain dehydrogenase,,DBBBBKPJ_06030,,,FNCGEDBI_05692
group_2306,,hypothetical protein,,,INHMNHHN_03792,PDFLHPBO_00493,
group_2297,,hypothetical protein,GCDEOBMB_02249,DBBBBKPJ_01452,,,
group_2274,,hypothetical protein,GCDEOBMB_00564,,,,FNCGEDBI_03512
group_2271,,hypothetical protein,,DBBBBKPJ_02147,INHMNHHN_05037,,
group_2264,,hypothetical protein,,,INHMNHHN_04121,,FNCGEDBI_04787
group_2250,,hypothetical protein,,,INHMNHHN_05902,PDFLHPBO_02198,
group_2173,,hypothetical protein,,,INHMNHHN_05899,PDFLHPBO_02195,
group_2142,,hypothetical protein,,,INHMNHHN_04129,,FNCGEDBI_04779
group_2135,,hypothetical protein,,,INHMNHHN_04119,,FNCGEDBI_04789
group_2124,,short-chain dehydrogenase,GCDEOBMB_01894,DBBBBKPJ_01629,,,
hel,hel,Lipoprotein E,GCDEOBMB_00306,DBBBBKPJ_03881,,,
group_2112,,hypothetical protein,GCDEOBMB_00458,DBBBBKPJ_03844,,,
group_2107,,transcriptional regulator,GCDEOBMB_04287,DBBBBKPJ_05373,,,
hisK,hisK,Histidinol-phosphatase,,,INHMNHHN_05905,PDFLHPBO_02201,
dapA_2,dapA_2,4-hydroxy-tetrahydrodipicolinate synthase,,,INHMNHHN_05949,PDFLHPBO_03198,
group_2040,,bacteriophage protein,GCDEOBMB_00466,DBBBBKPJ_03836,,,
group_2036,,transcriptional regulator,GCDEOBMB_03915,DBBBBKPJ_00663,,,
group_1971,,transcriptional regulator,GCDEOBMB_00583,,,,FNCGEDBI_03531
group_1970,,transcriptional regulator,GCDEOBMB_00565,,,,FNCGEDBI_03513
group_1969,,hypothetical protein,,,INHMNHHN_04526,,FNCGEDBI_04819
aguB_2,aguB_2,N-carbamoylputrescine amidohydrolase,GCDEOBMB_03917,DBBBBKPJ_00665,,,
group_1962,,transcriptional regulator,GCDEOBMB_01893,DBBBBKPJ_01630,,,
group_1937,,hypothetical protein,GCDEOBMB_00503,,,,FNCGEDBI_03444
group_1929,,hypothetical protein,GCDEOBMB_04298,,INHMNHHN_03193,,
chrB1,chrB1,Protein ChrB,GCDEOBMB_04267,,,PDFLHPBO_00662,
group_1901,,hypothetical protein,GCDEOBMB_00509,,,,FNCGEDBI_03450
group_1890,,hypothetical protein,,,INHMNHHN_05903,PDFLHPBO_02199,
htpX_2,htpX_2,Protease HtpX,GCDEOBMB_00581,,,,FNCGEDBI_03529
smc_1,smc_1,Chromosome partition protein Smc,,,INHMNHHN_00210,,FNCGEDBI_05697
group_1775,,hypothetical protein,,,INHMNHHN_05904,PDFLHPBO_02200,
group_1760,,hypothetical protein,GCDEOBMB_00474,DBBBBKPJ_03828,,,
aguA_1,aguA_1,agmatine deiminase,GCDEOBMB_03916,DBBBBKPJ_00664,,,
group_1749,,hypothetical protein,GCDEOBMB_00456,DBBBBKPJ_03846,,,
group_1719,,hypothetical protein,GCDEOBMB_06427,DBBBBKPJ_06220,,,
group_1715,,hypothetical protein,,DBBBBKPJ_03319,INHMNHHN_00673,,
group_1714,,hypothetical protein,,,INHMNHHN_00678,PDFLHPBO_05205,
intA_2~~~intA,intA_2;intA,Prophage integrase IntA,,DBBBBKPJ_03323,INHMNHHN_00677,,
group_1713,,hypothetical protein,,DBBBBKPJ_03322,INHMNHHN_00676,,
group_1712,,hypothetical protein,,DBBBBKPJ_03321,INHMNHHN_00675,,
rapA~~~rapA_1,rapA;rapA_1,RNA polymerase-associated protein RapA,,DBBBBKPJ_03320,INHMNHHN_00674,,
group_1711,,hypothetical protein,,DBBBBKPJ_04432,,,FNCGEDBI_01722
group_1709,,hypothetical protein,,DBBBBKPJ_01968,,,FNCGEDBI_01674
group_1708,,hypothetical protein,,,INHMNHHN_06052,,FNCGEDBI_06365
group_1707,,hypothetical protein,,,INHMNHHN_06053,,FNCGEDBI_06366
group_1706,,hypothetical protein,,DBBBBKPJ_03318,INHMNHHN_00672,,
group_1705,,hypothetical protein,,DBBBBKPJ_04431,,,FNCGEDBI_01721
group_1703,,hypothetical protein,,DBBBBKPJ_03317,INHMNHHN_00671,,
group_1702,,hypothetical protein,,,INHMNHHN_06054,,FNCGEDBI_06367
group_1701,,hypothetical protein,,DBBBBKPJ_03316,INHMNHHN_00670,,
group_1699,,hypothetical protein,,DBBBBKPJ_03315,INHMNHHN_00669,,
group_1683,,alcohol dehydrogenase,,,INHMNHHN_03063,,FNCGEDBI_01395
group_1682,,hypothetical protein,,DBBBBKPJ_04414,,,FNCGEDBI_01710
group_1677,,hypothetical protein,GCDEOBMB_00495,DBBBBKPJ_03808,,,
group_1670,,hypothetical protein,GCDEOBMB_03470,DBBBBKPJ_04415,,,
group_1669,,hypothetical protein,GCDEOBMB_00500,,,,FNCGEDBI_03442
group_1667,,hypothetical protein,,DBBBBKPJ_01965,,,FNCGEDBI_01675
group_1666,,hypothetical protein,GCDEOBMB_03479,DBBBBKPJ_04425,,,
group_1657,,hypothetical protein,GCDEOBMB_00558,,,,FNCGEDBI_03506
group_1653,,hypothetical protein,,,INHMNHHN_03806,PDFLHPBO_00917,
group_1649,,alkaline phosphatase L,,,INHMNHHN_01097,,FNCGEDBI_05068
group_1648,,hypothetical protein,GCDEOBMB_00559,,,,FNCGEDBI_03507
group_1638,xerC_3,Tyrosine recombinase XerC,GCDEOBMB_03417,,,,FNCGEDBI_01657
group_1636,,hypothetical protein,GCDEOBMB_00560,,,,FNCGEDBI_03508
group_1635,,hypothetical protein,GCDEOBMB_03493,,,,FNCGEDBI_01731
group_1632,,hypothetical protein,GCDEOBMB_00521,,,,FNCGEDBI_03458
group_1627,,hypothetical protein,GCDEOBMB_04710,DBBBBKPJ_04664,,,
group_1623,,hypothetical protein,GCDEOBMB_05094,DBBBBKPJ_00129,,,
spuD_1,spuD_1,putrescine ABC transporter substrate-binding protein SpuD,GCDEOBMB_03918,DBBBBKPJ_00666,,,
group_1620,,hypothetical protein,GCDEOBMB_00537,,,,FNCGEDBI_03483
group_1618,,hypothetical protein,,DBBBBKPJ_02119,INHMNHHN_05010,,
group_1616,,hypothetical protein,GCDEOBMB_00506,,,,FNCGEDBI_03447
group_1611,,hypothetical protein,GCDEOBMB_03494,,,,FNCGEDBI_01732
group_1610,,hypothetical protein,GCDEOBMB_00453,DBBBBKPJ_03849,,,
group_1609,,hypothetical protein,GCDEOBMB_00561,,,,FNCGEDBI_03509
group_1606,,hypothetical protein,GCDEOBMB_00522,,,,FNCGEDBI_03459
group_1604,,hypothetical protein,GCDEOBMB_00493,DBBBBKPJ_03809,,,
group_1603,,bacteriophage protein,,DBBBBKPJ_02129,INHMNHHN_05020,,
group_1600,,hypothetical protein,GCDEOBMB_00520,,,,FNCGEDBI_03457
group_1599,,hypothetical protein,GCDEOBMB_00575,,,,FNCGEDBI_03523
group_1597,,hypothetical protein,GCDEOBMB_03452,,,,FNCGEDBI_01692
group_1594,,hypothetical protein,,,INHMNHHN_05075,PDFLHPBO_04441,
group_1593,,hypothetical protein,GCDEOBMB_00543,,,,FNCGEDBI_03489
group_1590,,hypothetical protein,,DBBBBKPJ_01790,INHMNHHN_04112,,
aguA_2,aguA_2,agmatine deiminase,GCDEOBMB_03919,DBBBBKPJ_00667,,,
group_1585,,hypothetical protein,GCDEOBMB_00507,,,,FNCGEDBI_03448
group_1573,,hypothetical protein,GCDEOBMB_00536,,,,FNCGEDBI_03482
group_1571,,hypothetical protein,GCDEOBMB_00542,,,,FNCGEDBI_03488
group_1570,,hypothetical protein,GCDEOBMB_00538,,,,FNCGEDBI_03484
trxC,trxC,Thioredoxin 2,GCDEOBMB_00578,,,,FNCGEDBI_03526
group_1563,,hypothetical protein,GCDEOBMB_00576,,,,FNCGEDBI_03524
group_1561,,hypothetical protein,GCDEOBMB_02850,,INHMNHHN_03759,,
group_1558,,hypothetical protein,,DBBBBKPJ_02118,INHMNHHN_05009,,
group_1548,,hypothetical protein,GCDEOBMB_00505,,,,FNCGEDBI_03446
group_1543,,hypothetical protein,GCDEOBMB_00596,,INHMNHHN_01067,,
group_1542,,hypothetical protein,,DBBBBKPJ_04417,,,FNCGEDBI_01712
group_1541,,hypothetical protein,GCDEOBMB_02814,,,,FNCGEDBI_02138
group_1534,,hypothetical protein,GCDEOBMB_00454,DBBBBKPJ_03848,,,
group_1533,,hypothetical protein,,DBBBBKPJ_02110,,,FNCGEDBI_03783
group_1532,,hypothetical protein,,DBBBBKPJ_02108,,,FNCGEDBI_03781
group_1531,,hypothetical protein,,,INHMNHHN_05078,PDFLHPBO_04444,
group_1530,,putative protein,,,INHMNHHN_05076,PDFLHPBO_04442,
group_1528,,hypothetical protein,GCDEOBMB_00598,,,,FNCGEDBI_05098
group_1527,,putative protein,GCDEOBMB_00562,,,,FNCGEDBI_03510
group_1521,,hypothetical protein,GCDEOBMB_00525,,,,FNCGEDBI_03462
group_1520,,hypothetical protein,GCDEOBMB_00523,,,,FNCGEDBI_03460
group_1517,,hypothetical protein,GCDEOBMB_00485,DBBBBKPJ_03817,,,
group_1508,,hypothetical protein,GCDEOBMB_00492,DBBBBKPJ_03810,,,
group_1507,,hypothetical protein,GCDEOBMB_03477,DBBBBKPJ_04422,,,
group_1506,,hypothetical protein,,,,PDFLHPBO_02182,FNCGEDBI_04243
group_1497,,putative protein,,DBBBBKPJ_06032,,,FNCGEDBI_05694
