Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
clpP_1,clpP_1,ATP-dependent Clp protease proteolytic subunit,3,3,1.0,2,2802,,,,891,891,891.0,GCDEOBMB_03475,DBBBBKPJ_04420,,,FNCGEDBI_01715
group_2020,,transcriptional regulator,3,3,1.0,2,2798,,,,894,894,894.0,,,INHMNHHN_01436,PDFLHPBO_02601,FNCGEDBI_00967
prs_1,prs_1,ribose-phosphate pyrophosphokinase,3,3,1.0,2,2769,,,,900,900,900.0,GCDEOBMB_00157,,INHMNHHN_05119,PDFLHPBO_06002,
group_1987,,hypothetical protein,3,3,1.0,2,2751,,,,906,906,906.0,GCDEOBMB_06283,,INHMNHHN_00204,PDFLHPBO_04152,
group_1980,,hypothetical protein,3,3,1.0,2,2741,,,,906,906,906.0,GCDEOBMB_00161,,INHMNHHN_05123,PDFLHPBO_06006,
group_1958,,hypothetical protein,3,3,1.0,2,2711,,,,912,912,912.0,GCDEOBMB_00188,,INHMNHHN_05149,PDFLHPBO_06033,
group_1925,,hypothetical protein,3,3,1.0,2,2654,,,,930,930,930.0,GCDEOBMB_00222,,INHMNHHN_06119,PDFLHPBO_04422,
xerC_6,xerC_6,Tyrosine recombinase XerC,3,3,1.0,2,2552,,,,972,972,972.0,GCDEOBMB_06278,,INHMNHHN_00209,PDFLHPBO_04157,
galE,galE,UDP-glucose 4-epimerase,3,3,1.0,2,2447,,,,1014,1014,1014.0,GCDEOBMB_01889,,INHMNHHN_01508,,FNCGEDBI_00880
group_1792,,hypothetical protein,3,3,1.0,2,2444,,,,1017,1017,1017.0,,DBBBBKPJ_02143,INHMNHHN_05033,,FNCGEDBI_03814
group_1788,,hypothetical protein,3,3,1.0,2,2434,,,,1020,1020,1020.0,GCDEOBMB_03741,,INHMNHHN_05983,PDFLHPBO_04405,
group_1780,,hypothetical protein,3,3,1.0,2,2419,,,,1026,1026,1026.0,,,INHMNHHN_04407,PDFLHPBO_03712,FNCGEDBI_04697
ldhA_1,ldhA_1,D-lactate dehydrogenase,3,3,1.0,2,2404,,,,1032,1032,1032.0,GCDEOBMB_00154,,INHMNHHN_05116,PDFLHPBO_05999,
group_1747,,hypothetical protein,3,3,1.0,2,2362,,,,1056,1056,1056.0,,DBBBBKPJ_02146,INHMNHHN_05036,,FNCGEDBI_03817
group_1744,,hypothetical protein,3,3,1.0,2,2357,,,,1056,1056,1056.0,GCDEOBMB_00152,,INHMNHHN_05114,PDFLHPBO_05997,
group_1723,acr3,Arsenical-resistance protein Acr3,3,3,1.0,2,2313,,,,1077,1077,1077.0,GCDEOBMB_00211,,INHMNHHN_06108,PDFLHPBO_06100,
group_1704,,hypothetical protein,3,3,1.0,2,2276,,,,177,189,181.0,,DBBBBKPJ_02106,INHMNHHN_04995,,FNCGEDBI_03779
group_1700,,hypothetical protein,3,3,1.0,2,2272,,,,1686,1911,1836.0,,DBBBBKPJ_02107,INHMNHHN_04996,,FNCGEDBI_03780
group_1694,,hypothetical protein,3,3,1.0,2,2265,,,,540,549,546.0,,DBBBBKPJ_01798,INHMNHHN_04105,,FNCGEDBI_04803
group_1693,,hypothetical protein,3,3,1.0,2,2264,,,,570,606,582.0,,DBBBBKPJ_01797,INHMNHHN_04106,,FNCGEDBI_04802
group_1692,,hypothetical protein,3,3,1.0,2,2263,,,,240,240,240.0,GCDEOBMB_02854,,,PDFLHPBO_00459,FNCGEDBI_02197
group_1691,,hypothetical protein,3,3,1.0,2,2262,,,,369,405,381.0,GCDEOBMB_03467,DBBBBKPJ_04412,,,FNCGEDBI_01709
group_1690,,hypothetical protein,3,3,1.0,2,2261,,,,618,618,618.0,GCDEOBMB_03481,DBBBBKPJ_04428,,,FNCGEDBI_01719
group_1689,,hypothetical protein,3,3,1.0,2,2260,,,,261,354,292.0,,DBBBBKPJ_01782,INHMNHHN_04122,,FNCGEDBI_04786
group_1687,,hypothetical protein,3,3,1.0,2,2258,,,,726,738,734.0,,DBBBBKPJ_01796,INHMNHHN_04107,,FNCGEDBI_04801
group_1686,,hypothetical protein,3,3,1.0,2,2257,,,,642,645,644.0,,DBBBBKPJ_01795,INHMNHHN_04108,,FNCGEDBI_04800
group_1685,,hypothetical protein,3,3,1.0,2,2256,,,,915,918,916.0,GCDEOBMB_02853,,,PDFLHPBO_00460,FNCGEDBI_02196
group_1681,,hypothetical protein,3,3,1.0,2,2252,,,,828,834,830.0,GCDEOBMB_03480,DBBBBKPJ_04426,,,FNCGEDBI_01718
group_1680,,hypothetical protein,3,3,1.0,2,2250,,,,906,918,910.0,,DBBBBKPJ_01783,INHMNHHN_04120,,FNCGEDBI_04788
group_1679,,IS5 family transposase ISXoo14,3,3,1.0,2,2249,,,,1098,1098,1098.0,GCDEOBMB_00125,,INHMNHHN_05087,PDFLHPBO_06268,
group_1678,,hypothetical protein,3,3,1.0,2,2248,,,,600,600,600.0,,DBBBBKPJ_01794,INHMNHHN_04109,,FNCGEDBI_04799
group_1672,,hypothetical protein,3,3,1.0,2,2241,,,,321,321,321.0,GCDEOBMB_03478,DBBBBKPJ_04423,,,FNCGEDBI_01717
group_1668,,hypothetical protein,3,3,1.0,2,2237,,,,381,381,381.0,GCDEOBMB_03471,DBBBBKPJ_04416,,,FNCGEDBI_01711
group_1660,,hypothetical protein,3,3,1.0,2,2226,,,,252,714,558.0,GCDEOBMB_02819,,,PDFLHPBO_00913,FNCGEDBI_02143
group_1659,,hypothetical protein,3,3,1.0,2,2225,,,,681,681,681.0,,,INHMNHHN_06124,PDFLHPBO_00949,FNCGEDBI_03856
group_1652,,hypothetical protein,3,3,1.0,2,2217,,,,690,690,690.0,,DBBBBKPJ_01784,INHMNHHN_04118,,FNCGEDBI_04790
group_1643,,hypothetical protein,3,3,1.0,2,2207,,,,2280,2280,2280.0,,DBBBBKPJ_01792,INHMNHHN_04110,,FNCGEDBI_04798
group_1641,,hypothetical protein,3,3,1.0,2,2204,,,,210,342,292.0,,DBBBBKPJ_01785,INHMNHHN_04117,,FNCGEDBI_04791
group_1640,,hypothetical protein,3,3,1.0,2,2203,,,,261,261,261.0,,DBBBBKPJ_01787,INHMNHHN_04115,,FNCGEDBI_04793
group_1629,,hypothetical protein,3,3,1.0,2,2192,,,,306,306,306.0,,DBBBBKPJ_01791,INHMNHHN_04111,,FNCGEDBI_04797
group_1628,,hypothetical protein,3,3,1.0,2,2189,,,,408,408,408.0,,DBBBBKPJ_01786,INHMNHHN_04116,,FNCGEDBI_04792
group_1619,,bacteriophage protein,3,3,1.0,2,2179,,,,1176,1176,1176.0,,DBBBBKPJ_02126,INHMNHHN_05017,,FNCGEDBI_03797
group_1615,,hypothetical protein,3,3,1.0,2,2174,,,,216,216,216.0,GCDEOBMB_00597,,INHMNHHN_01068,,FNCGEDBI_05099
group_1607,,hypothetical protein,3,3,1.0,2,2166,,,,891,891,891.0,GCDEOBMB_01003,,,PDFLHPBO_00942,FNCGEDBI_03849
group_1587,,hypothetical protein,3,3,1.0,2,2136,,,,822,822,822.0,GCDEOBMB_04711,DBBBBKPJ_04663,INHMNHHN_02649,,
group_1567,,bacteriophage protein,3,3,1.0,2,2110,,,,516,516,516.0,,DBBBBKPJ_02125,INHMNHHN_05016,,FNCGEDBI_03796
group_1553,,hypothetical protein,3,3,1.0,2,2093,,,,807,807,807.0,,DBBBBKPJ_02136,INHMNHHN_05027,,FNCGEDBI_03808
ackA_1,ackA_1,acetate kinase,3,3,1.0,2,2088,,,,1134,1134,1134.0,GCDEOBMB_00145,,INHMNHHN_05107,PDFLHPBO_05990,
group_1549,,hypothetical protein,3,4,1.3333333333333333,2,2084,,,,318,1314,948.75,,,INHMNHHN_01995,PDFLHPBO_00975;PDFLHPBO_00976,FNCGEDBI_03883
cysC,cysC,adenylyl-sulfate kinase,3,3,1.0,2,2079,,,,591,591,591.0,GCDEOBMB_01880,,INHMNHHN_01517,,FNCGEDBI_00871
group_1516,,hypothetical protein,3,3,1.0,2,2046,,,,363,363,363.0,,,INHMNHHN_03799,PDFLHPBO_00909,FNCGEDBI_02147
group_1512,,hypothetical protein,3,3,1.0,2,2042,,,,501,501,501.0,,DBBBBKPJ_02116,INHMNHHN_05007,,FNCGEDBI_03788
group_1511,,hypothetical protein,3,3,1.0,2,2041,,,,351,351,351.0,,DBBBBKPJ_02114,INHMNHHN_05005,,FNCGEDBI_03786
group_1505,,hypothetical protein,3,3,1.0,2,2035,,,,387,396,390.0,GCDEOBMB_04280,DBBBBKPJ_05379,,PDFLHPBO_00655,
group_1503,,hypothetical protein,3,3,1.0,2,2033,,,,573,573,573.0,,DBBBBKPJ_02132,INHMNHHN_05023,,FNCGEDBI_03803
group_1502,,bacteriophage protein,3,3,1.0,2,2032,,,,915,918,917.0,,DBBBBKPJ_02130,INHMNHHN_05021,,FNCGEDBI_03801
group_1500,,hypothetical protein,3,3,1.0,2,2030,,,,210,213,212.0,,DBBBBKPJ_02139,INHMNHHN_05030,,FNCGEDBI_03811
group_1499,,hypothetical protein,3,3,1.0,2,2029,,,,633,633,633.0,,,INHMNHHN_03801,PDFLHPBO_00911,FNCGEDBI_02145
group_1487,,hypothetical protein,3,3,1.0,2,2011,,,,2715,2760,2730.0,,DBBBBKPJ_02123,INHMNHHN_05014,,FNCGEDBI_03794
group_1486,,hypothetical protein,3,3,1.0,2,2010,,,,1272,1275,1274.0,,DBBBBKPJ_02121,INHMNHHN_05012,,FNCGEDBI_03792
group_1476,,glycosyl transferase family protein,3,3,1.0,2,1998,,,,1152,1152,1152.0,GCDEOBMB_01888,,INHMNHHN_01509,,FNCGEDBI_00879
group_1455,,hypothetical protein,3,3,1.0,2,1971,,,,462,462,462.0,,DBBBBKPJ_02135,INHMNHHN_05026,,FNCGEDBI_03806
group_1453,,hypothetical protein;IS3 family transposase ISPa32,3,3,1.0,2,1968,,,,213,264,247.0,GCDEOBMB_06297,,,PDFLHPBO_02888,FNCGEDBI_05730
group_1445,,hypothetical protein,3,3,1.0,2,1960,,,,459,459,459.0,,DBBBBKPJ_02133,INHMNHHN_05024,,FNCGEDBI_03804
group_1403,,alkaline phosphatase L,3,3,1.0,2,1904,,,,1179,1179,1179.0,GCDEOBMB_05817,DBBBBKPJ_02074,,PDFLHPBO_04059,
group_1386,,hypothetical protein,3,3,1.0,2,1878,,,,690,774,732.0,GCDEOBMB_03474,DBBBBKPJ_04419,,,FNCGEDBI_01714
group_1385,,hypothetical protein,3,3,1.0,2,1877,,,,1188,1188,1188.0,GCDEOBMB_03476,DBBBBKPJ_04421,,,FNCGEDBI_01716
group_1370,,hypothetical protein,3,3,1.0,2,1854,,,,1188,1188,1188.0,GCDEOBMB_02464,DBBBBKPJ_01693,,PDFLHPBO_04465,
vqsM,vqsM,HTH-type transcriptional regulator VqsM,3,3,1.0,2,1810,,,,978,978,978.0,GCDEOBMB_03743,,INHMNHHN_05986,PDFLHPBO_04408,
group_1333,,bacteriophage integrase,3,3,1.0,2,1792,,,,993,996,994.0,GCDEOBMB_00585,,INHMNHHN_04991,,FNCGEDBI_03532
group_1299,,hypothetical protein,3,3,1.0,2,1744,,,,1212,1212,1212.0,GCDEOBMB_03744,,INHMNHHN_05987,PDFLHPBO_04409,
pilA,pilA,type 4 fimbrial protein PilA,3,3,1.0,2,1737,,,,465,465,465.0,,,INHMNHHN_01994,PDFLHPBO_00974,FNCGEDBI_03882
sbnD,sbnD,Staphyloferrin B transporter,3,3,1.0,2,1736,,,,1215,1215,1215.0,,DBBBBKPJ_03854,INHMNHHN_04379,PDFLHPBO_03739,
group_1256,,hypothetical protein,3,3,1.0,2,1687,,,,330,339,333.0,,DBBBBKPJ_02124,INHMNHHN_05015,,FNCGEDBI_03795
group_1212,,glycosyl transferase family protein,3,3,1.0,2,1620,,,,1248,1248,1248.0,GCDEOBMB_01882,,INHMNHHN_01515,,FNCGEDBI_00873
exaC~~~exaC_1,exaC;exaC_1,NAD+ dependent aldehyde dehydrogenase ExaC,3,3,1.0,2,1618,,,,189,570,316.0,GCDEOBMB_00116,DBBBBKPJ_04216,,PDFLHPBO_05299,
group_1204,,hypothetical protein,3,3,1.0,2,1607,,,,1251,1251,1251.0,GCDEOBMB_01886,,INHMNHHN_01511,,FNCGEDBI_00877
comM_2~~~comM_1,comM_2;comM_1,Competence protein ComM,3,3,1.0,2,1602,,,,234,1074,724.0,GCDEOBMB_03275,DBBBBKPJ_05344,,PDFLHPBO_06128,
group_1197,,hypothetical protein,3,3,1.0,2,1591,,,,273,273,273.0,,DBBBBKPJ_02137,INHMNHHN_05028,,FNCGEDBI_03809
group_1193,,hypothetical protein,3,3,1.0,2,1584,,,,267,267,267.0,,DBBBBKPJ_00056,INHMNHHN_03137,,FNCGEDBI_01477
group_1187,,hypothetical protein,3,3,1.0,2,1577,,,,1263,1263,1263.0,GCDEOBMB_00151,,INHMNHHN_05113,PDFLHPBO_05996,
group_1157,,hypothetical protein,3,3,1.0,2,1530,,,,240,240,240.0,GCDEOBMB_00248,DBBBBKPJ_03772,,,FNCGEDBI_04754
group_1124,,hypothetical protein,3,3,1.0,2,1471,,,,1293,1293,1293.0,GCDEOBMB_00586,,INHMNHHN_04990,,FNCGEDBI_03533
group_1122,,hypothetical protein,3,3,1.0,2,1469,,,,1161,2280,1907.0,GCDEOBMB_00214,,INHMNHHN_06111,PDFLHPBO_06097,
group_1116,,ISL3 family transposase ISIde1,3,3,1.0,2,1460,,,,1296,1296,1296.0,GCDEOBMB_00173,,INHMNHHN_05134,PDFLHPBO_06018,
group_1112,,hypothetical protein,3,3,1.0,2,1454,,,,717,1407,1177.0,,,INHMNHHN_04983,PDFLHPBO_03154,FNCGEDBI_05356
group_1097,,hypothetical protein,3,3,1.0,2,1426,,,,405,639,561.0,GCDEOBMB_02057,,,PDFLHPBO_02186,FNCGEDBI_04239
group_1087,,hypothetical protein,3,3,1.0,2,1408,,,,108,108,108.0,,,INHMNHHN_00007,PDFLHPBO_03229,FNCGEDBI_01801
group_1084,,hypothetical protein,3,3,1.0,2,1405,,,,1317,1317,1317.0,GCDEOBMB_06280,,INHMNHHN_00207,PDFLHPBO_04155,
group_1078,,putative fatty acid methyltransferase,3,3,1.0,2,1398,,,,1317,1317,1317.0,GCDEOBMB_00147,,INHMNHHN_05109,PDFLHPBO_05992,
group_1056,,hypothetical protein,3,3,1.0,2,1367,,,,1326,1326,1326.0,GCDEOBMB_00163,,INHMNHHN_05125,PDFLHPBO_06008,
rayT,rayT,REP-associated tyrosine transposase,3,3,1.0,2,1304,,,,321,534,463.0,,DBBBBKPJ_00593,INHMNHHN_04457,PDFLHPBO_02670,
group_1008,,ABC transporter ATP-binding protein,3,3,1.0,2,1303,,,,987,1014,996.0,GCDEOBMB_01887,,INHMNHHN_01510,,FNCGEDBI_00878
group_1006,,hypothetical protein,3,3,1.0,2,1301,,,,1224,1224,1224.0,GCDEOBMB_01881,,INHMNHHN_01516,,FNCGEDBI_00872
group_981,,glycosyl transferase family protein,3,3,1.0,2,1252,,,,879,1215,991.0,GCDEOBMB_01883,,INHMNHHN_01514,,FNCGEDBI_00874
group_970,,Ribonuclease,3,3,1.0,2,1238,,,,1362,1362,1362.0,GCDEOBMB_00159,,INHMNHHN_05121,PDFLHPBO_06004,
group_929,,glucose-sensitive porin,3,3,1.0,2,1181,,,,201,1359,973.0,GCDEOBMB_03808,,,PDFLHPBO_05154,FNCGEDBI_05361
group_910,,hypothetical protein,3,3,1.0,2,1149,,,,93,93,93.0,GCDEOBMB_00594,,INHMNHHN_01065,,FNCGEDBI_06427
group_906,,hypothetical protein,3,3,1.0,2,1145,,,,693,693,693.0,GCDEOBMB_00189,,INHMNHHN_05150,PDFLHPBO_06034,
hss,hss,Homospermidine synthase,3,3,1.0,2,1140,,,,1410,1410,1410.0,GCDEOBMB_06281,,INHMNHHN_00206,PDFLHPBO_04154,
group_864,,hypothetical protein,3,3,1.0,2,1067,,,,1446,1446,1446.0,,,INHMNHHN_03796,PDFLHPBO_00906,FNCGEDBI_02150
group_818,,hypothetical protein,3,3,1.0,2,994,,,,156,156,156.0,GCDEOBMB_03934,DBBBBKPJ_00682,,,FNCGEDBI_00951
group_810,,glycosyl transferase family protein,3,3,1.0,2,983,,,,1485,1485,1485.0,GCDEOBMB_01884,,INHMNHHN_01513,,FNCGEDBI_00875
group_809,,hypothetical protein,3,3,1.0,2,982,,,,159,159,159.0,GCDEOBMB_00166,,INHMNHHN_05128,PDFLHPBO_06011,
group_804,,hypothetical protein,3,3,1.0,2,977,,,,165,165,165.0,GCDEOBMB_03473,DBBBBKPJ_04418,,,FNCGEDBI_01713
group_776,,hypothetical protein,3,3,1.0,2,935,,,,180,180,180.0,,,INHMNHHN_04616,3_refound_48,FNCGEDBI_01320
group_768,,hypothetical protein,3,3,1.0,2,926,,,,1518,1518,1518.0,GCDEOBMB_00127,,INHMNHHN_05089,PDFLHPBO_06270,
group_727,,hypothetical protein,3,3,1.0,2,873,,,,192,192,192.0,GCDEOBMB_04244,1_refound_16,,,FNCGEDBI_04979
group_724,,Putative thymidine phosphorylase,3,3,1.0,2,868,,,,1554,1554,1554.0,GCDEOBMB_00158,,INHMNHHN_05120,PDFLHPBO_06003,
group_717,,hypothetical protein,3,3,1.0,2,857,,,,195,195,195.0,GCDEOBMB_00249,DBBBBKPJ_03773,,,FNCGEDBI_04753
ptrB_2,ptrB_2,repressor PtrB,3,3,1.0,2,810,,,,207,207,207.0,,DBBBBKPJ_02109,INHMNHHN_04999,,FNCGEDBI_03782
ubiB_1,ubiB_1,putative protein kinase UbiB,3,3,1.0,2,771,,,,1623,1623,1623.0,GCDEOBMB_00153,,INHMNHHN_05115,PDFLHPBO_05998,
group_634,,hypothetical protein,3,3,1.0,2,747,,,,213,213,213.0,GCDEOBMB_04302,DBBBBKPJ_05369,INHMNHHN_03189,,
group_630,,hypothetical protein,3,3,1.0,2,743,,,,213,213,213.0,GCDEOBMB_00242,,INHMNHHN_06188,,FNCGEDBI_04761
group_617,,hypothetical protein,3,3,1.0,2,724,,,,1668,1668,1668.0,GCDEOBMB_00144,,INHMNHHN_05106,PDFLHPBO_05989,
group_605,,hypothetical protein,3,3,1.0,2,706,,,,1680,1680,1680.0,GCDEOBMB_00239,,INHMNHHN_06185,,FNCGEDBI_04764
group_601,,hypothetical protein,3,3,1.0,2,700,,,,222,222,222.0,,,INHMNHHN_04406,PDFLHPBO_03713,FNCGEDBI_04698
group_571,,hypothetical protein,3,3,1.0,2,662,,,,228,228,228.0,GCDEOBMB_00215,,INHMNHHN_06112,PDFLHPBO_04415,
group_559,,hypothetical protein,3,3,1.0,2,642,,,,234,234,234.0,,DBBBBKPJ_02113,INHMNHHN_05004,,FNCGEDBI_03785
group_543,,hypothetical protein,3,3,1.0,2,618,,,,1785,1785,1785.0,,DBBBBKPJ_02145,INHMNHHN_05035,,FNCGEDBI_03816
group_529,,hypothetical protein,3,3,1.0,2,599,,,,1806,1806,1806.0,GCDEOBMB_01890,,INHMNHHN_01507,,FNCGEDBI_00881
group_527,,hypothetical protein,3,3,1.0,2,597,,,,240,240,240.0,GCDEOBMB_04299,DBBBBKPJ_05366,INHMNHHN_03192,,
group_520,,hypothetical protein,3,3,1.0,2,585,,,,240,240,240.0,GCDEOBMB_00168,,INHMNHHN_05130,PDFLHPBO_06013,
group_509,,hypothetical protein,3,3,1.0,2,569,,,,243,243,243.0,GCDEOBMB_00252,DBBBBKPJ_03776,,,FNCGEDBI_04750
group_478,,hypothetical protein,3,3,1.0,2,527,,,,255,255,255.0,,,INHMNHHN_03798,PDFLHPBO_00908,FNCGEDBI_02148
group_470,,hypothetical protein,3,3,1.0,2,512,,,,255,255,255.0,GCDEOBMB_00155,,INHMNHHN_05117,PDFLHPBO_06000,
group_464,,hypothetical protein,3,3,1.0,2,499,,,,1932,1932,1932.0,GCDEOBMB_00282,,INHMNHHN_04384,,FNCGEDBI_04720
imm2_2,imm2_2,pyocin-S2 immunity protein,3,3,1.0,2,471,,,,264,264,264.0,,,INHMNHHN_04003,PDFLHPBO_02673,4_refound_62
group_424,,type II secretion system protein,3,3,1.0,2,446,,,,2010,2010,2010.0,GCDEOBMB_01891,,INHMNHHN_01506,,FNCGEDBI_00882
group_403,,hypothetical protein,3,3,1.0,2,414,,,,270,270,270.0,GCDEOBMB_00240,,INHMNHHN_06186,,FNCGEDBI_04763
group_381,,hypothetical protein,3,3,1.0,2,380,,,,276,276,276.0,,,INHMNHHN_03800,PDFLHPBO_00910,FNCGEDBI_02146
merP_2,merP_2,Mercuric transport protein periplasmic component,3,3,1.0,2,372,,,,276,276,276.0,GCDEOBMB_04303,DBBBBKPJ_05370,INHMNHHN_03188,,
group_372,,hypothetical protein,3,3,1.0,2,362,,,,2142,2142,2142.0,GCDEOBMB_00250,DBBBBKPJ_03774,,,FNCGEDBI_04752
group_365,,hypothetical protein,3,3,1.0,2,351,,,,279,279,279.0,GCDEOBMB_00225,,INHMNHHN_06122,PDFLHPBO_04425,
group_322,,hypothetical protein,3,3,1.0,2,292,,,,291,291,291.0,GCDEOBMB_04279,DBBBBKPJ_05380,,PDFLHPBO_00654,
group_308,,hypothetical protein,3,3,1.0,2,274,,,,294,294,294.0,,DBBBBKPJ_02115,INHMNHHN_05006,,FNCGEDBI_03787
xfp,xfp,Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,3,3,1.0,2,235,,,,2430,2430,2430.0,GCDEOBMB_00148,,INHMNHHN_05110,PDFLHPBO_05993,
group_283,,hypothetical protein,3,3,1.0,2,228,,,,300,300,300.0,GCDEOBMB_00143,,INHMNHHN_05105,PDFLHPBO_05988,
copA,copA,Copper-exporting P-type ATPase,3,3,1.0,2,218,,,,2466,2466,2466.0,GCDEOBMB_00164,,INHMNHHN_05126,PDFLHPBO_06009,
group_238,,hypothetical protein,3,3,1.0,2,157,,,,2721,2721,2721.0,,DBBBBKPJ_02112,INHMNHHN_05003,,FNCGEDBI_03784
group_197,,hypothetical protein,3,3,1.0,2,101,,,,321,321,321.0,GCDEOBMB_00246,DBBBBKPJ_03770,,,FNCGEDBI_04756
group_196,,hypothetical protein,3,3,1.0,2,100,,,,321,321,321.0,GCDEOBMB_00245,DBBBBKPJ_03769,,,FNCGEDBI_04757
group_194,,hypothetical protein,3,3,1.0,2,98,,,,321,321,321.0,GCDEOBMB_00209,,INHMNHHN_06106,PDFLHPBO_06102,
group_191,,Tn3 family transposase ISXc4,3,3,1.0,2,94,,,,2994,2994,2994.0,GCDEOBMB_04301,DBBBBKPJ_05368,INHMNHHN_03190,,
group_189,,hypothetical protein,3,3,1.0,2,92,,,,324,324,324.0,,DBBBBKPJ_02243,,PDFLHPBO_02181,FNCGEDBI_04244
group_187,,Tn3 family transposase ISPa42,3,3,1.0,2,90,,,,3015,3015,3015.0,GCDEOBMB_06285,,INHMNHHN_00203,PDFLHPBO_04151,
group_178,,hypothetical protein,3,3,1.0,2,77,,,,327,327,327.0,GCDEOBMB_04281,DBBBBKPJ_05378,,PDFLHPBO_00656,
group_174,czcA_1,resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA,3,3,1.0,2,72,,,,3120,3120,3120.0,GCDEOBMB_00126,,INHMNHHN_05088,PDFLHPBO_06269,
group_167,,hypothetical protein,3,3,1.0,2,63,,,,327,327,327.0,GCDEOBMB_00220,,INHMNHHN_06117,PDFLHPBO_04420,
group_166,,hypothetical protein,3,3,1.0,2,62,,,,327,327,327.0,GCDEOBMB_00142,,INHMNHHN_05104,PDFLHPBO_05987,
group_134,,hypothetical protein,3,3,1.0,2,5,,,,12540,12540,12540.0,GCDEOBMB_05816,DBBBBKPJ_02075,,PDFLHPBO_04060,
group_126,,oxidoreductase,3,3,1.0,1,203,,,,966,966,966.0,,DBBBBKPJ_01042,INHMNHHN_00826,PDFLHPBO_04214,
group_116,,3-ketoacyl-ACP reductase,3,3,1.0,1,187,,,,753,753,753.0,GCDEOBMB_00036,DBBBBKPJ_01052,INHMNHHN_00836,,
group_67,,hypothetical protein,3,3,1.0,1,114,,,,780,780,780.0,,DBBBBKPJ_01041,INHMNHHN_00825,PDFLHPBO_04215,
exaC_2,;exaC_2,aldehyde dehydrogenase;NAD+ dependent aldehyde dehydrogenase ExaC,3,3,1.0,1,98,,,,969,1521,1337.0,GCDEOBMB_04381,DBBBBKPJ_00970,,PDFLHPBO_04286,
vanA_1,vanA_1,vanillate O-demethylase oxygenase,3,3,1.0,1,96,,,,1113,1113,1113.0,,DBBBBKPJ_01043,INHMNHHN_00827,PDFLHPBO_04213,
group_38,,transcriptional regulator,3,3,1.0,1,66,,,,876,876,876.0,GCDEOBMB_00035,DBBBBKPJ_01053,INHMNHHN_00837,,
group_4928,,hypothetical protein,2,2,1.0,54,1,,,,1017,1563,1290.0,,,INHMNHHN_04765,PDFLHPBO_05867,
group_4927,,hypothetical protein,2,2,1.0,53,1,,,,696,747,721.5,GCDEOBMB_02791,,INHMNHHN_01699,,
hcpB_3,hcpB_3,secreted protein Hcp,2,2,1.0,50,1,,,,141,141,141.0,,,INHMNHHN_06181,,FNCGEDBI_03667
group_4922,,IS3 family transposase IS222,2,2,1.0,48,1,,,,195,195,195.0,GCDEOBMB_03846,,INHMNHHN_04456,,
group_4921,,IS3 family transposase IS222,2,2,1.0,47,1,,,,195,195,195.0,GCDEOBMB_02443,DBBBBKPJ_05473,,,
group_4920,,hypothetical protein,2,2,1.0,46,1,,,,525,525,525.0,0_refound_8,,,,FNCGEDBI_06463
group_4914,,hypothetical protein,2,2,1.0,41,2,,,,981,1068,1024.5,,,INHMNHHN_04764,PDFLHPBO_05869,
group_4913,,hypothetical protein,2,2,1.0,41,1,,,,399,399,399.0,,,2_refound_37,PDFLHPBO_05868,
group_4905,,hypothetical protein,2,2,1.0,39,1,,,,105,105,105.0,,,INHMNHHN_06220,PDFLHPBO_06279,
group_4904,,short-chain dehydrogenase,2,2,1.0,38,1,,,,963,963,963.0,,,INHMNHHN_06079,,FNCGEDBI_00161
group_4903,,hypothetical protein,2,2,1.0,37,1,,,,324,324,324.0,,,INHMNHHN_05883,,FNCGEDBI_06442
group_4902,,DNA invertase,2,2,1.0,36,2,,,,561,561,561.0,,,INHMNHHN_03225,PDFLHPBO_06064,
group_4901,,Tn3 family transposase ISPa38,2,2,1.0,36,1,,,,2760,2967,2863.5,,,INHMNHHN_03226,PDFLHPBO_06065,
folP_2,folP_2,dihydropteroate synthase,2,2,1.0,34,1,,,,840,840,840.0,,DBBBBKPJ_06237,,PDFLHPBO_06278,
uvrA_2,uvrA_2,excinuclease ABC subunit A,2,2,1.0,33,62,,,,2652,2652,2652.0,,DBBBBKPJ_05754,,PDFLHPBO_00546,
nhaA,nhaA,Na(+)/H(+) antiporter NhaA,2,2,1.0,33,36,,,,1866,1866,1866.0,,DBBBBKPJ_05755,,PDFLHPBO_00547,
group_4878,,hypothetical protein,2,2,1.0,33,35,,,,1839,1860,1849.5,,DBBBBKPJ_05753,,PDFLHPBO_00545,
group_4876,,oxidoreductase,2,2,1.0,33,33,,,,1125,1125,1125.0,,,,PDFLHPBO_00541,FNCGEDBI_04632
ssuD,ssuD,Alkanesulfonate monooxygenase,2,2,1.0,33,32,,,,984,984,984.0,,,,PDFLHPBO_00542,FNCGEDBI_04633
group_4859,,hypothetical protein,2,2,1.0,33,10,,,,306,306,306.0,,,,PDFLHPBO_00543,FNCGEDBI_04634
group_4840,,hypothetical protein,2,2,1.0,29,3,,,,1368,1368,1368.0,GCDEOBMB_06435,,,,FNCGEDBI_05567
