Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,0F525Q1V,4D4LKLYR,A4O0PUJ2,AWGWLE2V,UE20R4AD
group_739,,hypothetical protein,1,1,1.0,1,1082,,,,96,96,96.0,,,,DBBBBKPJ_02410,
group_738,,hypothetical protein,1,1,1.0,1,1080,,,,99,99,99.0,,,,DBBBBKPJ_02035,
group_736,,hypothetical protein,1,1,1.0,1,1078,,,,99,99,99.0,,FNCGEDBI_02168,,,
lnt_1,lnt_1,apolipoprotein N-acyltransferase,1,1,1.0,1,1073,,,,1440,1440,1440.0,INHMNHHN_00683,,,,
group_733,,hypothetical protein,1,1,1.0,1,1071,,,,105,105,105.0,,,,DBBBBKPJ_05353,
group_727,,hypothetical protein,1,1,1.0,1,1062,,,,114,114,114.0,,,,,GCDEOBMB_03437
katA_1,katA_1,catalase,1,1,1.0,1,1058,,,,1449,1449,1449.0,,,,DBBBBKPJ_02034,
group_725,,major facilitator superfamily transporter,1,1,1.0,1,1057,,,,1449,1449,1449.0,,,,DBBBBKPJ_02027,
group_724,,hypothetical protein,1,1,1.0,1,1054,,,,117,117,117.0,,,PDFLHPBO_00644,,
group_723,,hypothetical protein,1,1,1.0,1,1052,,,,117,117,117.0,,,PDFLHPBO_00463,,
group_720,,hypothetical protein,1,1,1.0,1,1049,,,,120,120,120.0,,,,,GCDEOBMB_04326
group_719,,hypothetical protein,1,1,1.0,1,1047,,,,120,120,120.0,,,,DBBBBKPJ_03804,
group_717,,hypothetical protein,1,1,1.0,1,1039,,,,1461,1461,1461.0,,FNCGEDBI_05722,,,
group_716,,hypothetical protein,1,1,1.0,1,1038,,,,126,126,126.0,,,,DBBBBKPJ_02414,
group_714,,hypothetical protein,1,1,1.0,1,1032,,,,129,129,129.0,,,,,GCDEOBMB_03436
bchE,bchE,Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase,1,1,1.0,1,1029,,,,1467,1467,1467.0,,,,DBBBBKPJ_05362,
fliC,fliC,B-type flagellin,1,1,1.0,1,1028,,,,1467,1467,1467.0,,,PDFLHPBO_02777,,
group_704,,hypothetical protein,1,1,1.0,1,1017,,,,135,135,135.0,INHMNHHN_03754,,,,
group_700,,hypothetical protein,1,1,1.0,1,1012,,,,138,138,138.0,,,,DBBBBKPJ_01970,
group_695,,hypothetical protein,1,1,1.0,1,1005,,,,1479,1479,1479.0,,,,,GCDEOBMB_00528
group_690,,hypothetical protein,1,1,1.0,1,998,,,,147,147,147.0,,FNCGEDBI_01271,,,
oprM_3,oprM_3,outer membrane protein OprM,1,1,1.0,1,996,,,,1482,1482,1482.0,,,,DBBBBKPJ_02029,
group_688,,hypothetical protein,1,1,1.0,1,995,,,,147,147,147.0,INHMNHHN_03765,,,,
group_687,,hypothetical protein,1,1,1.0,1,994,,,,147,147,147.0,INHMNHHN_00686,,,,
group_676,,hypothetical protein,1,1,1.0,1,979,,,,159,159,159.0,,,,,GCDEOBMB_03460
group_675,,hypothetical protein,1,1,1.0,1,978,,,,159,159,159.0,,,,,GCDEOBMB_03431
group_674,,hypothetical protein,1,1,1.0,1,977,,,,159,159,159.0,,FNCGEDBI_05720,,,
group_668,,non-ribosomal peptide synthetase,1,1,1.0,1,971,,,,1494,1494,1494.0,INHMNHHN_05396,,,,
pyoS5,pyoS5,pyocin S5,1,1,1.0,1,965,,,,1497,1497,1497.0,,,PDFLHPBO_02889,,
group_663,,hypothetical protein,1,1,1.0,1,961,,,,1500,1500,1500.0,,FNCGEDBI_04860,,,
group_662,,hypothetical protein,1,1,1.0,1,960,,,,168,168,168.0,,FNCGEDBI_01729,,,
group_659,oprN_4,multidrug efflux outer membrane protein OprN,1,1,1.0,1,950,,,,1506,1506,1506.0,,,,DBBBBKPJ_05381,
group_658,,hypothetical protein,1,1,1.0,1,949,,,,171,171,171.0,,,,,GCDEOBMB_03429
group_654,,hypothetical protein,1,1,1.0,1,944,,,,171,171,171.0,,FNCGEDBI_01470,,,
group_653,,hypothetical protein,1,1,1.0,1,943,,,,171,171,171.0,INHMNHHN_03803,,,,
oprN_4,oprN_4,multidrug efflux outer membrane protein OprN,1,1,1.0,1,941,,,,1509,1509,1509.0,INHMNHHN_05389,,,,
group_650,,hypothetical protein,1,1,1.0,1,939,,,,174,174,174.0,,,,,GCDEOBMB_03442
group_649,,hypothetical protein,1,1,1.0,1,938,,,,174,174,174.0,,,,DBBBBKPJ_02033,
group_645,,IS21 family transposase ISPpu7,1,1,1.0,1,934,,,,1515,1515,1515.0,,,,,GCDEOBMB_03425
ctcP_3,ctcP_3,Tetracycline 7-halogenase,1,1,1.0,1,932,,,,1515,1515,1515.0,INHMNHHN_05404,,,,
group_639,,hypothetical protein,1,1,1.0,1,927,,,,177,177,177.0,INHMNHHN_04997,,,,
group_637,,hypothetical protein,1,1,1.0,1,924,,,,1521,1521,1521.0,,FNCGEDBI_01264,,,
group_631,,hypothetical protein,1,1,1.0,1,917,,,,180,180,180.0,,FNCGEDBI_01685,,,
group_620,,hypothetical protein,1,1,1.0,1,903,,,,183,183,183.0,INHMNHHN_03823,,,,
group_618,,hypothetical protein,1,1,1.0,1,901,,,,186,186,186.0,,,,DBBBBKPJ_04427,
group_615,,hypothetical protein,1,1,1.0,1,898,,,,1539,1539,1539.0,INHMNHHN_06056,,,,
group_614,,hypothetical protein,1,1,1.0,1,897,,,,186,186,186.0,,,,DBBBBKPJ_01976,
group_612,,hypothetical protein,1,1,1.0,1,895,,,,186,186,186.0,,FNCGEDBI_01663,,,
group_608,,hypothetical protein,1,1,1.0,1,884,,,,189,189,189.0,,,PDFLHPBO_04400,,
group_606,,hypothetical protein,1,1,1.0,1,881,,,,189,189,189.0,,,PDFLHPBO_00647,,
group_604,,hypothetical protein,1,1,1.0,1,879,,,,1551,1551,1551.0,,,,,GCDEOBMB_03485
group_602,,hypothetical protein,1,1,1.0,1,877,,,,189,189,189.0,,FNCGEDBI_01238,,,
katB_1,katB_1,catalase,1,1,1.0,1,876,,,,1554,1554,1554.0,,,,DBBBBKPJ_03387,
group_593,,hypothetical protein,1,1,1.0,1,865,,,,192,192,192.0,,FNCGEDBI_03503,,,
cse1,cse1,CRISPR-associated protein CasA/Cse1,1,1,1.0,1,856,,,,1569,1569,1569.0,,FNCGEDBI_00944,,,
lon_2,lon_2,Lon protease,1,1,1.0,1,851,,,,1575,1575,1575.0,INHMNHHN_00693,,,,
group_581,,hypothetical protein,1,1,1.0,1,846,,,,198,198,198.0,,,,DBBBBKPJ_02140,
group_572,,hypothetical protein,1,1,1.0,1,835,,,,201,201,201.0,,,,,GCDEOBMB_03446
group_571,,hypothetical protein,1,1,1.0,1,833,,,,201,201,201.0,,,,,GCDEOBMB_00526
group_570,,hypothetical protein,1,1,1.0,1,832,,,,201,201,201.0,,,,DBBBBKPJ_05354,
group_569,,hypothetical protein,1,1,1.0,1,831,,,,201,201,201.0,,,,DBBBBKPJ_04764,
group_568,,hypothetical protein,1,1,1.0,1,830,,,,201,201,201.0,,,,DBBBBKPJ_03495,
group_566,,copper chaperone CopZ,1,1,1.0,1,828,,,,201,201,201.0,,FNCGEDBI_05708,,,
group_562,,hypothetical protein,1,1,1.0,1,822,,,,204,204,204.0,,FNCGEDBI_03463,,,
group_559,,hypothetical protein,1,1,1.0,1,819,,,,204,204,204.0,,,,,GCDEOBMB_03430
group_557,,hypothetical protein,1,1,1.0,1,816,,,,204,204,204.0,INHMNHHN_04993,,,,
group_549,,hypothetical protein,1,1,1.0,1,807,,,,1605,1605,1605.0,,,,DBBBBKPJ_03850,
group_547,,hypothetical protein,1,1,1.0,1,803,,,,1608,1608,1608.0,,,,,GCDEOBMB_04790
group_543,,hypothetical protein,1,1,1.0,1,798,,,,207,207,207.0,,,,DBBBBKPJ_01793,
group_539,,hypothetical protein,1,1,1.0,1,793,,,,207,207,207.0,,FNCGEDBI_01679,,,
mhpE,mhpE,4-hydroxy-2-oxovalerate aldolase,1,1,1.0,1,792,,,,1617,1617,1617.0,,FNCGEDBI_01101,,,
group_534,,hypothetical protein,1,1,1.0,1,785,,,,210,210,210.0,,,,,GCDEOBMB_04293
group_533,,hypothetical protein,1,1,1.0,1,784,,,,1620,1620,1620.0,,,,,GCDEOBMB_00527
group_531,,hypothetical protein,1,1,1.0,1,780,,,,1623,1623,1623.0,INHMNHHN_00701,,,,
group_529,,hypothetical protein,1,1,1.0,1,778,,,,210,210,210.0,,,PDFLHPBO_03557,,
capB_2,capB_2,major cold shock protein CspA,1,1,1.0,1,773,,,,210,210,210.0,,FNCGEDBI_02122,,,
group_525,,hypothetical protein,1,1,1.0,1,772,,,,210,210,210.0,,FNCGEDBI_01700,,,
ctcP_1,ctcP_1,Tetracycline 7-halogenase,1,1,1.0,1,762,,,,1638,1638,1638.0,INHMNHHN_05398,,,,
group_511,,hypothetical protein,1,1,1.0,1,754,,,,210,210,210.0,INHMNHHN_00695,,,,
lpdG_2,lpdG_2,2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase,1,1,1.0,1,753,,,,1647,1647,1647.0,,,,,GCDEOBMB_04274
group_509,,hypothetical protein,1,1,1.0,1,751,,,,213,213,213.0,,,,,GCDEOBMB_03420
group_502,,hypothetical protein,1,1,1.0,1,743,,,,213,213,213.0,,FNCGEDBI_03778,,,
group_495,,hypothetical protein,1,1,1.0,1,733,,,,1668,1668,1668.0,,,,DBBBBKPJ_03914,
group_491,,hypothetical protein,1,1,1.0,1,729,,,,216,216,216.0,,,,DBBBBKPJ_04765,
group_484,,hypothetical protein,1,1,1.0,1,716,,,,1680,1680,1680.0,,,,,GCDEOBMB_04268
group_483,,hypothetical protein,1,1,1.0,1,715,,,,1680,1680,1680.0,,,,DBBBBKPJ_05390,
group_479,,hypothetical protein,1,1,1.0,1,706,,,,219,219,219.0,,FNCGEDBI_01215,,,
group_477,,hypothetical protein,1,1,1.0,1,703,,,,219,219,219.0,INHMNHHN_03824,,,,
group_471,,hypothetical protein,1,1,1.0,1,694,,,,222,222,222.0,,,PDFLHPBO_00651,,
group_470,,hypothetical protein,1,1,1.0,1,693,,,,222,222,222.0,,FNCGEDBI_01661,,,
group_465,,hypothetical protein,1,1,1.0,1,687,,,,1710,1710,1710.0,,,,DBBBBKPJ_02246,
group_462,,hypothetical protein,1,1,1.0,1,684,,,,225,225,225.0,,,,,GCDEOBMB_04317
group_460,,hypothetical protein,1,1,1.0,1,681,,,,225,225,225.0,,,,DBBBBKPJ_01977,
group_459,,hypothetical protein,1,1,1.0,1,680,,,,225,225,225.0,,,,DBBBBKPJ_01964,
group_457,,hypothetical protein,1,1,1.0,1,678,,,,1722,1722,1722.0,,FNCGEDBI_01218,,,
group_456,,hypothetical protein,1,1,1.0,1,677,,,,225,225,225.0,,FNCGEDBI_01668,,,
group_455,,hypothetical protein,1,1,1.0,1,676,,,,225,225,225.0,,FNCGEDBI_01205,,,
recF_3,recF_3,DNA replication and repair protein RecF,1,1,1.0,1,673,,,,1728,1728,1728.0,,FNCGEDBI_05706,,,
group_450,,hypothetical protein,1,1,1.0,1,670,,,,228,228,228.0,,,,DBBBBKPJ_04763,
group_449,,hypothetical protein,1,1,1.0,1,669,,,,228,228,228.0,,,,DBBBBKPJ_02244,
rep_1,rep_1,ATP-dependent DNA helicase Rep,1,1,1.0,1,659,,,,1740,1740,1740.0,,FNCGEDBI_01248,,,
group_442,,hypothetical protein,1,1,1.0,1,658,,,,231,231,231.0,,,,DBBBBKPJ_03486,
group_440,,hypothetical protein,1,1,1.0,1,655,,,,231,231,231.0,,FNCGEDBI_03789,,,
vapB,vapB,Antitoxin VapB,1,1,1.0,1,649,,,,231,231,231.0,INHMNHHN_03821,,,,
group_432,,hypothetical protein,1,1,1.0,1,644,,,,234,234,234.0,,,,,GCDEOBMB_03461
group_430,,hypothetical protein,1,1,1.0,1,641,,,,234,234,234.0,,,PDFLHPBO_06037,,
group_428,ybhF,putative multidrug ABC transporter ATP-binding protein YbhF,1,1,1.0,1,639,,,,1770,1770,1770.0,,,,DBBBBKPJ_05384,
ybhF,ybhF,putative multidrug ABC transporter ATP-binding protein YbhF,1,1,1.0,1,638,,,,1770,1770,1770.0,INHMNHHN_05392,,,,
group_426,,hypothetical protein,1,1,1.0,1,636,,,,234,234,234.0,,,,DBBBBKPJ_03493,
group_421,,hypothetical protein,1,1,1.0,1,628,,,,234,234,234.0,,FNCGEDBI_01250,,,
group_420,,hypothetical protein,1,1,1.0,1,627,,,,234,234,234.0,,FNCGEDBI_01227,,,
group_412,,hypothetical protein,1,1,1.0,1,618,,,,1788,1788,1788.0,,,,DBBBBKPJ_04759,
group_408,,hypothetical protein,1,1,1.0,1,614,,,,237,237,237.0,,,,,GCDEOBMB_04272
group_406,,hypothetical protein,1,1,1.0,1,610,,,,1803,1803,1803.0,,,,DBBBBKPJ_05345,
group_405,,hypothetical protein,1,1,1.0,1,609,,,,237,237,237.0,,,PDFLHPBO_03534,,
group_399,,hypothetical protein,1,1,1.0,1,597,,,,1818,1818,1818.0,,,,DBBBBKPJ_02128,
group_398,,hypothetical protein,1,1,1.0,1,595,,,,1821,1821,1821.0,,FNCGEDBI_03467,,,
group_395,,hypothetical protein,1,1,1.0,1,591,,,,240,240,240.0,,,PDFLHPBO_00646,,
pcoA_3,pcoA_3,copper resistance protein A,1,1,1.0,1,580,,,,1833,1833,1833.0,,FNCGEDBI_05713,,,
group_386,,hypothetical protein,1,1,1.0,1,576,,,,240,240,240.0,INHMNHHN_00687,,,,
group_385,,hypothetical protein,1,1,1.0,1,575,,,,1836,1836,1836.0,,,,,GCDEOBMB_00496
group_381,,hypothetical protein,1,1,1.0,1,569,,,,243,243,243.0,,,,DBBBBKPJ_03483,
group_380,,hypothetical protein,1,1,1.0,1,568,,,,243,243,243.0,,,,DBBBBKPJ_02103,
group_378,,hypothetical protein,1,1,1.0,1,566,,,,1848,1848,1848.0,,FNCGEDBI_01270,,,
group_376,,hypothetical protein,1,1,1.0,1,564,,,,243,243,243.0,,FNCGEDBI_03807,,,
group_369,,hypothetical protein,1,1,1.0,1,555,,,,246,246,246.0,,,,,GCDEOBMB_04275
group_368,,hypothetical protein,1,1,1.0,1,554,,,,1863,1863,1863.0,,,PDFLHPBO_06068,,
group_367,,hypothetical protein,1,1,1.0,1,553,,,,246,246,246.0,,,,DBBBBKPJ_01986,
group_366,,hypothetical protein,1,1,1.0,1,551,,,,246,246,246.0,,,PDFLHPBO_03519,,
group_365,,hypothetical protein,1,1,1.0,1,550,,,,1875,1875,1875.0,,,,DBBBBKPJ_03915,
group_358,,oxidoreductase,1,1,1.0,1,542,,,,249,249,249.0,,,,,GCDEOBMB_04297
group_357,,hypothetical protein,1,1,1.0,1,540,,,,249,249,249.0,,,,DBBBBKPJ_03492,
group_356,,hypothetical protein,1,1,1.0,1,539,,,,249,249,249.0,,,PDFLHPBO_00636,,
group_355,,hypothetical protein,1,1,1.0,1,538,,,,249,249,249.0,,FNCGEDBI_05704,,,
group_346,,hypothetical protein,1,1,1.0,1,520,,,,1920,1920,1920.0,,,,,GCDEOBMB_02855
group_343,,hypothetical protein,1,1,1.0,1,517,,,,255,255,255.0,,,,DBBBBKPJ_05386,
pinR,pinR,Serine recombinase PinR,1,1,1.0,1,516,,,,255,255,255.0,,,,DBBBBKPJ_02428,
group_342,,hypothetical protein,1,1,1.0,1,514,,,,255,255,255.0,,FNCGEDBI_01723,,,
group_332,,hypothetical protein,1,1,1.0,1,499,,,,1935,1935,1935.0,,,,DBBBBKPJ_05393,
group_331,,hypothetical protein,1,1,1.0,1,497,,,,258,258,258.0,,FNCGEDBI_01217,,,
group_320,,hypothetical protein,1,1,1.0,1,482,,,,1962,1962,1962.0,,,,DBBBBKPJ_02408,
group_318,,hypothetical protein,1,1,1.0,1,480,,,,261,261,261.0,,,,,GCDEOBMB_00452
group_316,,hypothetical protein,1,1,1.0,1,477,,,,261,261,261.0,,FNCGEDBI_05712,,,
group_313,,hypothetical protein,1,1,1.0,1,473,,,,261,261,261.0,,FNCGEDBI_01233,,,
group_312,,hypothetical protein,1,1,1.0,1,469,,,,261,261,261.0,INHMNHHN_05650,,,,
group_308,,hypothetical protein,1,1,1.0,1,463,,,,264,264,264.0,,,,,GCDEOBMB_03459
group_307,,hypothetical protein,1,1,1.0,1,462,,,,264,264,264.0,,,,,GCDEOBMB_02916
group_305,,hypothetical protein,1,1,1.0,1,460,,,,264,264,264.0,,,,DBBBBKPJ_04442,
group_304,,hypothetical protein,1,1,1.0,1,459,,,,264,264,264.0,,,,DBBBBKPJ_04441,
group_303,,IS3 family transposase ISPa32,1,1,1.0,1,458,,,,264,264,264.0,,,,DBBBBKPJ_02415,
traG_1,traG_1,Conjugal transfer protein TraG,1,1,1.0,1,457,,,,1998,1998,1998.0,,,PDFLHPBO_03531,,
group_302,,hypothetical protein,1,1,1.0,1,456,,,,264,264,264.0,,,PDFLHPBO_03549,,
group_301,,hypothetical protein,1,1,1.0,1,455,,,,2004,2004,2004.0,,,PDFLHPBO_03546,,
group_300,,hypothetical protein,1,1,1.0,1,454,,,,2004,2004,2004.0,,FNCGEDBI_01726,,,
group_297,,hypothetical protein,1,1,1.0,1,450,,,,264,264,264.0,INHMNHHN_03755,,,,
group_294,,hypothetical protein,1,1,1.0,1,446,,,,267,267,267.0,,,,,GCDEOBMB_04289
group_293,,hypothetical protein,1,1,1.0,1,445,,,,267,267,267.0,,,,,GCDEOBMB_03484
group_292,,hypothetical protein,1,1,1.0,1,444,,,,267,267,267.0,,,,,GCDEOBMB_00450
topA_1,topA_1,DNA topoisomerase I,1,1,1.0,1,442,,,,2016,2016,2016.0,,FNCGEDBI_01226,,,
group_290,,hypothetical protein,1,1,1.0,1,441,,,,267,267,267.0,INHMNHHN_05402,,,,
group_289,,hypothetical protein,1,1,1.0,1,440,,,,2019,2019,2019.0,INHMNHHN_03750,,,,
group_287,,hypothetical protein,1,1,1.0,1,437,,,,2031,2031,2031.0,INHMNHHN_05019,,,,
group_284,,IS5 family transposase ISPa41,1,1,1.0,1,433,,,,267,267,267.0,INHMNHHN_03766,,,,
uvrD_1,uvrD_1,DNA-dependent helicase II,1,1,1.0,1,432,,,,2031,2031,2031.0,,,,DBBBBKPJ_02411,
mdtO,mdtO,Multidrug resistance protein MdtO,1,1,1.0,1,428,,,,2037,2037,2037.0,,,,DBBBBKPJ_02023,
group_280,,DNA invertase,1,1,1.0,1,422,,,,270,270,270.0,,,,DBBBBKPJ_02429,
group_278,,hypothetical protein,1,1,1.0,1,420,,,,270,270,270.0,,,,DBBBBKPJ_02021,
group_276,,hypothetical protein,1,1,1.0,1,418,,,,270,270,270.0,,,PDFLHPBO_03527,,
group_275,,hypothetical protein,1,1,1.0,1,417,,,,2058,2058,2058.0,,,,DBBBBKPJ_04438,
group_273,,hypothetical protein,1,1,1.0,1,415,,,,270,270,270.0,,FNCGEDBI_01466,,,
group_271,,hypothetical protein,1,1,1.0,1,412,,,,270,270,270.0,,FNCGEDBI_01699,,,
group_270,,hypothetical protein,1,1,1.0,1,411,,,,270,270,270.0,,FNCGEDBI_01666,,,
group_266,,hypothetical protein,1,1,1.0,1,404,,,,2070,2070,2070.0,,FNCGEDBI_03474,,,
group_265,,hypothetical protein,1,1,1.0,1,403,,,,2070,2070,2070.0,,,PDFLHPBO_03558,,
group_264,,hypothetical protein,1,1,1.0,1,401,,,,2070,2070,2070.0,,FNCGEDBI_01247,,,
group_263,,hypothetical protein,1,1,1.0,1,400,,,,270,270,270.0,INHMNHHN_00692,,,,
group_261,,hypothetical protein,1,1,1.0,1,398,,,,2073,2073,2073.0,,,,,GCDEOBMB_00531
grx_1,grx_1,glutaredoxin,1,1,1.0,1,397,,,,273,273,273.0,,,,,GCDEOBMB_04291
group_259,,hypothetical protein,1,1,1.0,1,392,,,,273,273,273.0,,,,DBBBBKPJ_04757,
group_258,,hypothetical protein,1,1,1.0,1,391,,,,273,273,273.0,,,,DBBBBKPJ_02111,
group_256,,hypothetical protein,1,1,1.0,1,388,,,,2103,2103,2103.0,,,PDFLHPBO_00468,,
group_255,,hypothetical protein,1,1,1.0,1,387,,,,2103,2103,2103.0,,FNCGEDBI_03471,,,
group_254,,hypothetical protein,1,1,1.0,1,384,,,,273,273,273.0,,FNCGEDBI_01660,,,
group_246,merP_1,Mercuric transport protein periplasmic component,1,1,1.0,1,367,,,,276,276,276.0,,,,,GCDEOBMB_04276
group_244,,hypothetical protein,1,1,1.0,1,365,,,,276,276,276.0,,,,DBBBBKPJ_03803,
group_231,,hypothetical protein,1,1,1.0,1,349,,,,2166,2166,2166.0,,FNCGEDBI_01245,,,
group_229,,IS3 family transposase IS222,1,1,1.0,1,346,,,,279,279,279.0,,,PDFLHPBO_02202,,
group_225,,hypothetical protein,1,1,1.0,1,339,,,,2199,2199,2199.0,,FNCGEDBI_05097,,,
group_222,,hypothetical protein,1,1,1.0,1,333,,,,282,282,282.0,,,,,GCDEOBMB_04290
group_220,,hypothetical protein,1,1,1.0,1,331,,,,282,282,282.0,,,,DBBBBKPJ_01983,
group_215,,hypothetical protein,1,1,1.0,1,321,,,,2247,2247,2247.0,,,,,GCDEOBMB_00513
group_213,,hypothetical protein,1,1,1.0,1,319,,,,285,285,285.0,,,PDFLHPBO_03552,,
group_211,,hypothetical protein,1,1,1.0,1,317,,,,285,285,285.0,,FNCGEDBI_01662,,,
group_209,,hypothetical protein,1,1,1.0,1,315,,,,285,285,285.0,,FNCGEDBI_01467,,,
group_204,,iron transport outer membrane receptor,1,1,1.0,1,309,,,,2262,2262,2262.0,INHMNHHN_02007,,,,
group_201,,hypothetical protein,1,1,1.0,1,305,,,,2271,2271,2271.0,,FNCGEDBI_01239,,,
group_199,,IS3 family transposase ISStma5,1,1,1.0,1,302,,,,288,288,288.0,,,,,GCDEOBMB_02821
group_198,,hypothetical protein,1,1,1.0,1,301,,,,288,288,288.0,,FNCGEDBI_03504,,,
group_196,,hypothetical protein,1,1,1.0,1,299,,,,288,288,288.0,,,PDFLHPBO_02890,,
group_193,,hypothetical protein,1,1,1.0,1,295,,,,288,288,288.0,,FNCGEDBI_01670,,,
group_190,,hypothetical protein,1,1,1.0,1,290,,,,2301,2301,2301.0,,,,DBBBBKPJ_04593,
group_187,,hypothetical protein,1,1,1.0,1,286,,,,2304,2304,2304.0,,,PDFLHPBO_03560,,
group_186,,hypothetical protein,1,1,1.0,1,285,,,,291,291,291.0,,,,,GCDEOBMB_04295
group_185,,hypothetical protein,1,1,1.0,1,284,,,,291,291,291.0,,,,,GCDEOBMB_03423
group_182,,hypothetical protein,1,1,1.0,1,281,,,,291,291,291.0,,,,DBBBBKPJ_03490,
group_181,,hypothetical protein,1,1,1.0,1,280,,,,291,291,291.0,,,,DBBBBKPJ_03485,
group_179,,hypothetical protein,1,1,1.0,1,277,,,,291,291,291.0,,FNCGEDBI_02125,,,
group_177,,hypothetical protein,1,1,1.0,1,270,,,,2355,2355,2355.0,,,,DBBBBKPJ_03852,
group_176,,hypothetical protein,1,1,1.0,1,269,,,,2358,2358,2358.0,,FNCGEDBI_03799,,,
group_175,,hypothetical protein,1,1,1.0,1,268,,,,2358,2358,2358.0,,,,,GCDEOBMB_03472
silP,silP,Silver exporting P-type ATPase,1,1,1.0,1,266,,,,2361,2361,2361.0,,FNCGEDBI_05705,,,
group_171,,hypothetical protein,1,1,1.0,1,262,,,,294,294,294.0,,,,DBBBBKPJ_04758,
group_170,,hypothetical protein,1,1,1.0,1,260,,,,294,294,294.0,,,,DBBBBKPJ_03487,
group_169,,hypothetical protein,1,1,1.0,1,257,,,,294,294,294.0,,,PDFLHPBO_03555,,
group_167,,hypothetical protein,1,1,1.0,1,254,,,,294,294,294.0,,FNCGEDBI_01678,,,
group_162,,metal-transporting P-type ATPase,1,1,1.0,1,247,,,,2403,2403,2403.0,,FNCGEDBI_03440,,,
group_158,,hypothetical protein,1,1,1.0,1,238,,,,297,297,297.0,,,,DBBBBKPJ_01981,
group_157,,hypothetical protein,1,1,1.0,1,235,,,,297,297,297.0,,,PDFLHPBO_02773,,
group_154,,hypothetical protein,1,1,1.0,1,231,,,,297,297,297.0,,FNCGEDBI_01237,,,
group_150,,hypothetical protein,1,1,1.0,1,225,,,,2451,2451,2451.0,,,,DBBBBKPJ_04433,
virB4_1,virB4_1,Type IV secretion system protein virB4,1,1,1.0,1,224,,,,2451,2451,2451.0,,,PDFLHPBO_03526,,
group_146,,hypothetical protein,1,1,1.0,1,216,,,,300,300,300.0,,FNCGEDBI_03505,,,
group_145,,hypothetical protein,1,1,1.0,1,215,,,,2499,2499,2499.0,,FNCGEDBI_03473,,,
group_144,,hypothetical protein,1,1,1.0,1,214,,,,300,300,300.0,,FNCGEDBI_02126,,,
group_143,,hypothetical protein,1,1,1.0,1,213,,,,300,300,300.0,,FNCGEDBI_01676,,,
ygbF,ygbF,CRISPR-associated endoribonuclease Cas2,1,1,1.0,1,212,,,,300,300,300.0,,FNCGEDBI_00938,,,
group_138,,hypothetical protein,1,1,1.0,1,205,,,,303,303,303.0,,,,,GCDEOBMB_03469
group_137,,hypothetical protein,1,1,1.0,1,204,,,,2529,2529,2529.0,,FNCGEDBI_01724,,,
group_136,,Transcriptional regulator,1,1,1.0,1,201,,,,303,303,303.0,,FNCGEDBI_04839,,,
group_131,,hypothetical protein,1,1,1.0,1,194,,,,2577,2577,2577.0,,FNCGEDBI_03475,,,
group_126,,Tn3 family transposase ISPa42,1,1,1.0,1,189,,,,2601,2601,2601.0,,FNCGEDBI_05727,,,
group_123,,hypothetical protein,1,1,1.0,1,184,,,,306,306,306.0,,,,DBBBBKPJ_01971,
group_120,,hypothetical protein,1,1,1.0,1,177,,,,2643,2643,2643.0,INHMNHHN_00697,,,,
group_113,,hypothetical protein,1,1,1.0,1,166,,,,2661,2661,2661.0,,,,,GCDEOBMB_00529
cas3,cas3,CRISPR-associated endonuclease/helicase Cas3,1,1,1.0,1,165,,,,2673,2673,2673.0,,FNCGEDBI_00945,,,
group_110,,hypothetical protein,1,1,1.0,1,162,,,,309,309,309.0,,,,DBBBBKPJ_03812,
group_108,,hypothetical protein,1,1,1.0,1,160,,,,309,309,309.0,,,PDFLHPBO_03617,,
group_104,,hypothetical protein,1,1,1.0,1,154,,,,2724,2724,2724.0,,,,DBBBBKPJ_04437,
group_102,,hypothetical protein,1,1,1.0,1,152,,,,2730,2730,2730.0,,FNCGEDBI_01725,,,
group_99,,hypothetical protein,1,1,1.0,1,147,,,,312,312,312.0,,,,DBBBBKPJ_03805,
group_98,,hypothetical protein,1,1,1.0,1,145,,,,312,312,312.0,,,PDFLHPBO_00650,,
group_97,,hypothetical protein,1,1,1.0,1,144,,,,312,312,312.0,,FNCGEDBI_05714,,,
group_95,,hypothetical protein,1,1,1.0,1,141,,,,312,312,312.0,,FNCGEDBI_01680,,,
group_90,,hypothetical protein,1,1,1.0,1,132,,,,315,315,315.0,,,PDFLHPBO_03556,,
group_89,,hypothetical protein,1,1,1.0,1,131,,,,315,315,315.0,,FNCGEDBI_05709,,,
group_87,,hypothetical protein,1,1,1.0,1,129,,,,315,315,315.0,,FNCGEDBI_01659,,,
group_81,,hypothetical protein,1,1,1.0,1,121,,,,2874,2874,2874.0,,,PDFLHPBO_00642,,
group_78,,hypothetical protein,1,1,1.0,1,118,,,,2883,2883,2883.0,,FNCGEDBI_01257,,,
group_77,,Tn3 family transposase IS1071,1,1,1.0,1,117,,,,2916,2916,2916.0,,,PDFLHPBO_06066,,
group_76,,hypothetical protein,1,1,1.0,1,116,,,,318,318,318.0,,,PDFLHPBO_06069,,
